timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516734368892,633,HTTP Request,200,OK,Thread Group 1-89,text,true,,112273,117,100,100,481,0,99
1516734368859,673,HTTP Request,200,OK,Thread Group 1-98,text,true,,112273,117,100,100,514,0,104
1516734368892,653,HTTP Request,200,OK,Thread Group 1-66,text,true,,112272,117,100,100,495,0,102
1516734368872,687,HTTP Request,200,OK,Thread Group 1-85,text,true,,112273,117,100,100,524,0,107
1516734368766,810,HTTP Request,200,OK,Thread Group 1-63,text,true,,112266,117,100,100,444,0,103
1516734368937,651,HTTP Request,200,OK,Thread Group 1-76,text,true,,112273,117,100,100,463,0,109
1516734369002,600,HTTP Request,200,OK,Thread Group 1-35,text,true,,112265,117,100,100,439,0,103
1516734368852,770,HTTP Request,200,OK,Thread Group 1-86,text,true,,112273,117,100,100,523,0,106
1516734368977,648,HTTP Request,200,OK,Thread Group 1-91,text,true,,112273,117,100,100,485,0,109
1516734369126,609,HTTP Request,200,OK,Thread Group 1-73,text,true,,112265,117,100,100,442,0,107
